Class,FPR_FalsePositiveRate,TPR_TruePositiveRate
MEL,0.0059744294419882904,0.3667519181585678
MEL,0.0059744294419882904,0.36726342710997445
MEL,0.006093918030828056,0.36726342710997445
MEL,0.006093918030828056,0.37186700767263425
MEL,0.006213406619667822,0.37186700767263425
MEL,0.006213406619667822,0.37851662404092073
MEL,0.006332895208507588,0.37851662404092073
MEL,0.006332895208507588,0.38107416879795397
MEL,0.006452383797347353,0.38107416879795397
MEL,0.006452383797347353,0.3846547314578005
MEL,0.006571872386187119,0.3846547314578005
MEL,0.006571872386187119,0.38823529411764707
MEL,0.006691360975026885,0.38823529411764707
MEL,0.006691360975026885,0.3887468030690537
MEL,0.00681084956386665,0.3887468030690537
MEL,0.00681084956386665,0.39846547314578007
MEL,0.0070498267415461825,0.39846547314578007
MEL,0.0070498267415461825,0.3989769820971867
MEL,0.007288803919225714,0.3989769820971867
MEL,0.007288803919225714,0.40051150895140664
MEL,0.00740829250806548,0.40051150895140664
MEL,0.00740829250806548,0.40358056265984654
MEL,0.007647269685745011,0.40358056265984654
MEL,0.007647269685745011,0.4040920716112532
MEL,0.007766758274584777,0.4040920716112532
MEL,0.007766758274584777,0.4081841432225064
MEL,0.00800573545226431,0.4081841432225064
MEL,0.00800573545226431,0.41278772378516626
MEL,0.008125224041104075,0.41278772378516626
MEL,0.008125224041104075,0.4132992327365729
MEL,0.00824471262994384,0.4132992327365729
MEL,0.00824471262994384,0.41381074168797954
MEL,0.008364201218783606,0.41381074168797954
MEL,0.008364201218783606,0.4143222506393862
MEL,0.008483689807623372,0.4143222506393862
MEL,0.008483689807623372,0.4194373401534527
MEL,0.008603178396463138,0.4194373401534527
MEL,0.008603178396463138,0.42046035805626597
MEL,0.00884215557414267,0.42046035805626597
MEL,0.00884215557414267,0.43529411764705883
MEL,0.008961644162982434,0.43529411764705883
MEL,0.008961644162982434,0.4404092071611253
MEL,0.0090811327518222,0.4404092071611253
MEL,0.0090811327518222,0.44808184143222507
MEL,0.009200621340661966,0.44808184143222507
MEL,0.009200621340661966,0.44859335038363174
MEL,0.009439598518341499,0.44859335038363174
MEL,0.009439598518341499,0.44910485933503835
MEL,0.009559087107181265,0.44910485933503835
MEL,0.009559087107181265,0.4542199488491049
MEL,0.00967857569602103,0.4542199488491049
MEL,0.00967857569602103,0.4547314578005115
MEL,0.009798064284860795,0.4547314578005115
MEL,0.009798064284860795,0.45524296675191817
MEL,0.009917552873700561,0.45524296675191817
MEL,0.009917552873700561,0.4578005115089514
MEL,0.010037041462540327,0.4578005115089514
MEL,0.010037041462540327,0.459846547314578
MEL,0.010156530051380093,0.459846547314578
MEL,0.010156530051380093,0.46445012787723783
MEL,0.010395507229059625,0.46445012787723783
MEL,0.010395507229059625,0.4680306905370844
MEL,0.01051499581789939,0.4680306905370844
MEL,0.01051499581789939,0.4685421994884911
MEL,0.010634484406739156,0.4685421994884911
MEL,0.010634484406739156,0.47007672634271097
MEL,0.010873461584418688,0.47007672634271097
MEL,0.010873461584418688,0.4721227621483376
MEL,0.010992950173258454,0.4721227621483376
MEL,0.010992950173258454,0.47979539641943736
MEL,0.01111243876209822,0.47979539641943736
MEL,0.01111243876209822,0.4818414322250639
MEL,0.011231927350937986,0.4818414322250639
MEL,0.011231927350937986,0.4833759590792839
MEL,0.01135141593977775,0.4833759590792839
MEL,0.01135141593977775,0.4859335038363171
MEL,0.011470904528617517,0.4859335038363171
MEL,0.011470904528617517,0.4864450127877238
MEL,0.011709881706297049,0.4864450127877238
MEL,0.011709881706297049,0.48746803069053707
MEL,0.011829370295136815,0.48746803069053707
MEL,0.011829370295136815,0.48797953964194374
MEL,0.011948858883976581,0.48797953964194374
MEL,0.011948858883976581,0.4884910485933504
MEL,0.012068347472816345,0.4884910485933504
MEL,0.012068347472816345,0.4900255754475703
MEL,0.012307324650495877,0.4900255754475703
MEL,0.012307324650495877,0.4930946291560102
MEL,0.01254630182817541,0.4930946291560102
MEL,0.01254630182817541,0.49411764705882355
MEL,0.012665790417015176,0.49411764705882355
MEL,0.012665790417015176,0.4961636828644501
MEL,0.012785279005854942,0.4961636828644501
MEL,0.012785279005854942,0.4966751918158568
MEL,0.012904767594694706,0.4966751918158568
MEL,0.012904767594694706,0.4971867007672634
MEL,0.013024256183534472,0.4971867007672634
MEL,0.013024256183534472,0.4997442455242967
MEL,0.013143744772374238,0.4997442455242967
MEL,0.013143744772374238,0.5023017902813299
MEL,0.013263233361214004,0.5023017902813299
MEL,0.013263233361214004,0.5053708439897698
MEL,0.01338272195005377,0.5053708439897698
MEL,0.01338272195005377,0.5058823529411764
MEL,0.0136216991277333,0.5058823529411764
MEL,0.0136216991277333,0.509462915601023
MEL,0.013741187716573067,0.509462915601023
MEL,0.013741187716573067,0.5099744245524297
MEL,0.013860676305412833,0.5099744245524297
MEL,0.013860676305412833,0.5104859335038363
MEL,0.013980164894252599,0.5104859335038363
MEL,0.013980164894252599,0.5109974424552429
MEL,0.014099653483092365,0.5109974424552429
MEL,0.014099653483092365,0.5161125319693095
MEL,0.014338630660771897,0.5161125319693095
MEL,0.014338630660771897,0.5191815856777494
MEL,0.014458119249611661,0.5191815856777494
MEL,0.014458119249611661,0.5217391304347826
MEL,0.014577607838451427,0.5217391304347826
MEL,0.014577607838451427,0.5222506393861892
MEL,0.01481658501613096,0.5222506393861892
MEL,0.01481658501613096,0.5237851662404092
MEL,0.014936073604970726,0.5237851662404092
MEL,0.014936073604970726,0.5248081841432225
MEL,0.015055562193810492,0.5248081841432225
MEL,0.015055562193810492,0.5258312020460358
MEL,0.015175050782650256,0.5258312020460358
MEL,0.015175050782650256,0.5375959079283887
MEL,0.015294539371490022,0.5375959079283887
MEL,0.015294539371490022,0.5381074168797954
MEL,0.015414027960329788,0.5381074168797954
MEL,0.015414027960329788,0.5396419437340153
MEL,0.015533516549169554,0.5396419437340153
MEL,0.015533516549169554,0.541687979539642
MEL,0.016369936671047913,0.541687979539642
MEL,0.016369936671047913,0.5421994884910486
MEL,0.01648942525988768,0.5421994884910486
MEL,0.01648942525988768,0.5427109974424552
MEL,0.016608913848727445,0.5427109974424552
MEL,0.016608913848727445,0.5437340153452686
MEL,0.016847891026406978,0.5437340153452686
MEL,0.016847891026406978,0.5473145780051151
MEL,0.016967379615246744,0.5473145780051151
MEL,0.016967379615246744,0.5478260869565217
MEL,0.01708686820408651,0.5478260869565217
MEL,0.01708686820408651,0.550383631713555
MEL,0.017206356792926276,0.550383631713555
MEL,0.017206356792926276,0.5524296675191815
MEL,0.017325845381766042,0.5524296675191815
MEL,0.017325845381766042,0.5554987212276215
MEL,0.017445333970605808,0.5554987212276215
MEL,0.017445333970605808,0.5595907928388747
MEL,0.017564822559445574,0.5595907928388747
MEL,0.017564822559445574,0.5611253196930946
MEL,0.01768431114828534,0.5611253196930946
MEL,0.01768431114828534,0.5636828644501278
MEL,0.018281754092484167,0.5636828644501278
MEL,0.018281754092484167,0.5641943734015346
MEL,0.018401242681323933,0.5641943734015346
MEL,0.018401242681323933,0.5672634271099745
MEL,0.0185207312701637,0.5672634271099745
MEL,0.0185207312701637,0.5718670076726343
MEL,0.018640219859003465,0.5718670076726343
MEL,0.018640219859003465,0.5723785166240409
MEL,0.01875970844784323,0.5723785166240409
MEL,0.01875970844784323,0.5759590792838875
MEL,0.018879197036682997,0.5759590792838875
MEL,0.018879197036682997,0.5790281329923274
MEL,0.019237662803202295,0.5790281329923274
MEL,0.019237662803202295,0.579539641943734
MEL,0.019476639980881824,0.579539641943734
MEL,0.019476639980881824,0.5800511508951407
MEL,0.01959612856972159,0.5800511508951407
MEL,0.01959612856972159,0.5805626598465473
MEL,0.019715617158561356,0.5805626598465473
MEL,0.019715617158561356,0.5820971867007673
MEL,0.019835105747401122,0.5820971867007673
MEL,0.019835105747401122,0.5851662404092072
MEL,0.01995459433624089,0.5851662404092072
MEL,0.01995459433624089,0.5867007672634271
MEL,0.020074082925080654,0.5867007672634271
MEL,0.020074082925080654,0.5887468030690537
MEL,0.02019357151392042,0.5887468030690537
MEL,0.02019357151392042,0.589769820971867
MEL,0.020313060102760187,0.589769820971867
MEL,0.020313060102760187,0.5923273657289002
MEL,0.02055203728043972,0.5923273657289002
MEL,0.02055203728043972,0.5928388746803069
MEL,0.020671525869279485,0.5928388746803069
MEL,0.020671525869279485,0.5933503836317136
MEL,0.02079101445811925,0.5933503836317136
MEL,0.02079101445811925,0.5989769820971867
MEL,0.021149480224638546,0.5989769820971867
MEL,0.021149480224638546,0.6
MEL,0.02126896881347831,0.6
MEL,0.02126896881347831,0.6010230179028133
MEL,0.021388457402318078,0.6010230179028133
MEL,0.021388457402318078,0.6035805626598465
MEL,0.021746923168837376,0.6035805626598465
MEL,0.021746923168837376,0.6061381074168798
MEL,0.021866411757677142,0.6061381074168798
MEL,0.021866411757677142,0.6081841432225064
MEL,0.021985900346516908,0.6081841432225064
MEL,0.021985900346516908,0.6086956521739131
MEL,0.022105388935356674,0.6086956521739131
MEL,0.022105388935356674,0.6092071611253197
MEL,0.02222487752419644,0.6092071611253197
MEL,0.02222487752419644,0.610230179028133
MEL,0.022583343290715735,0.610230179028133
MEL,0.022583343290715735,0.611764705882353
MEL,0.022822320468395267,0.611764705882353
MEL,0.022822320468395267,0.6122762148337596
MEL,0.023180786234914565,0.6122762148337596
MEL,0.023180786234914565,0.6132992327365729
MEL,0.02330027482375433,0.6132992327365729
MEL,0.02330027482375433,0.6138107416879796
MEL,0.023539252001433864,0.6138107416879796
MEL,0.023539252001433864,0.6158567774936061
MEL,0.023778229179113396,0.6158567774936061
MEL,0.023778229179113396,0.6168797953964195
MEL,0.023897717767953162,0.6168797953964195
MEL,0.023897717767953162,0.6173913043478261
MEL,0.024256183534472456,0.6173913043478261
MEL,0.024256183534472456,0.618925831202046
MEL,0.02449516071215199,0.618925831202046
MEL,0.02449516071215199,0.6199488491048594
MEL,0.024614649300991755,0.6199488491048594
MEL,0.024614649300991755,0.6219948849104859
MEL,0.02473413788983152,0.6219948849104859
MEL,0.02473413788983152,0.6235294117647059
MEL,0.024853626478671287,0.6235294117647059
MEL,0.024853626478671287,0.6240409207161125
MEL,0.02509260365635082,0.6240409207161125
MEL,0.02509260365635082,0.6281329923273657
MEL,0.025212092245190585,0.6281329923273657
MEL,0.025212092245190585,0.6317135549872123
MEL,0.02533158083403035,0.6317135549872123
MEL,0.02533158083403035,0.6322250639386189
MEL,0.025570558011709883,0.6322250639386189
MEL,0.025570558011709883,0.6327365728900256
MEL,0.025690046600549646,0.6327365728900256
MEL,0.025690046600549646,0.6337595907928388
MEL,0.025929023778229178,0.6337595907928388
MEL,0.025929023778229178,0.6347826086956522
MEL,0.026048512367068944,0.6347826086956522
MEL,0.026048512367068944,0.6363171355498721
MEL,0.026287489544748476,0.6363171355498721
MEL,0.026287489544748476,0.6378516624040921
MEL,0.026406978133588242,0.6378516624040921
MEL,0.026406978133588242,0.6383631713554987
MEL,0.02652646672242801,0.6383631713554987
MEL,0.02652646672242801,0.6388746803069054
MEL,0.026645955311267774,0.6388746803069054
MEL,0.026645955311267774,0.639386189258312
MEL,0.02676544390010754,0.639386189258312
MEL,0.02676544390010754,0.6398976982097186
MEL,0.026884932488947307,0.6398976982097186
MEL,0.026884932488947307,0.640920716112532
MEL,0.027004421077787073,0.640920716112532
MEL,0.027004421077787073,0.6414322250639386
MEL,0.0272433982554666,0.6414322250639386
MEL,0.0272433982554666,0.6434782608695652
MEL,0.027482375433146133,0.6434782608695652
MEL,0.027482375433146133,0.6450127877237851
MEL,0.02784084119966543,0.6450127877237851
MEL,0.02784084119966543,0.6470588235294118
MEL,0.027960329788505198,0.6470588235294118
MEL,0.027960329788505198,0.6485933503836318
MEL,0.02819930696618473,0.6485933503836318
MEL,0.02819930696618473,0.6516624040920717
MEL,0.028318795555024496,0.6516624040920717
MEL,0.028318795555024496,0.6547314578005116
MEL,0.028796749910383557,0.6547314578005116
MEL,0.028796749910383557,0.6552429667519182
MEL,0.02927470426574262,0.6552429667519182
MEL,0.02927470426574262,0.6603580562659846
MEL,0.029394192854582387,0.6603580562659846
MEL,0.029394192854582387,0.6618925831202046
MEL,0.029513681443422153,0.6618925831202046
MEL,0.029513681443422153,0.6624040920716112
MEL,0.029752658621101685,0.6624040920716112
MEL,0.029752658621101685,0.6629156010230179
MEL,0.030111124387620983,0.6629156010230179
MEL,0.030111124387620983,0.6639386189258312
MEL,0.03023061297646075,0.6639386189258312
MEL,0.03023061297646075,0.6670076726342711
MEL,0.030469590154140278,0.6670076726342711
MEL,0.030469590154140278,0.670076726342711
MEL,0.03070856733181981,0.670076726342711
MEL,0.03070856733181981,0.6721227621483375
MEL,0.030828055920659576,0.6721227621483375
MEL,0.030828055920659576,0.6731457800511509
MEL,0.03106703309833911,0.6731457800511509
MEL,0.03106703309833911,0.6736572890025575
MEL,0.03130601027601864,0.6736572890025575
MEL,0.03130601027601864,0.6746803069053708
MEL,0.03154498745369817,0.6746803069053708
MEL,0.03154498745369817,0.6757033248081842
MEL,0.031783964631377705,0.6757033248081842
MEL,0.031783964631377705,0.6772378516624041
MEL,0.03190345322021747,0.6772378516624041
MEL,0.03190345322021747,0.6782608695652174
MEL,0.03226191898673677,0.6782608695652174
MEL,0.03226191898673677,0.6787723785166241
MEL,0.0325008961644163,0.6787723785166241
MEL,0.0325008961644163,0.6823529411764706
MEL,0.032620384753256064,0.6823529411764706
MEL,0.032620384753256064,0.6849104859335038
MEL,0.03273987334209583,0.6849104859335038
MEL,0.03273987334209583,0.6854219948849105
MEL,0.032859361930935596,0.6854219948849105
MEL,0.032859361930935596,0.6879795396419437
MEL,0.03297885051977536,0.6879795396419437
MEL,0.03297885051977536,0.6884910485933504
MEL,0.03321782769745489,0.6884910485933504
MEL,0.03321782769745489,0.6895140664961636
MEL,0.03345680487513442,0.6895140664961636
MEL,0.03345680487513442,0.6915601023017903
MEL,0.033695782052813955,0.6915601023017903
MEL,0.033695782052813955,0.6930946291560103
MEL,0.033815270641653725,0.6930946291560103
MEL,0.033815270641653725,0.6941176470588235
MEL,0.03417373640817302,0.6941176470588235
MEL,0.03417373640817302,0.6946291560102302
MEL,0.03441271358585255,0.6946291560102302
MEL,0.03441271358585255,0.6961636828644501
MEL,0.034651690763532084,0.6961636828644501
MEL,0.034651690763532084,0.6966751918158568
MEL,0.034771179352371846,0.6966751918158568
MEL,0.034771179352371846,0.69769820971867
MEL,0.03501015653005138,0.69769820971867
MEL,0.03501015653005138,0.6987212276214834
MEL,0.03512964511889115,0.6987212276214834
MEL,0.03512964511889115,0.7002557544757033
MEL,0.03548811088541044,0.7002557544757033
MEL,0.03548811088541044,0.7043478260869566
MEL,0.03596606524076951,0.7043478260869566
MEL,0.03596606524076951,0.7048593350383632
MEL,0.03620504241844904,0.7048593350383632
MEL,0.03620504241844904,0.7063938618925831
MEL,0.036563508184968334,0.7063938618925831
MEL,0.036563508184968334,0.7069053708439897
MEL,0.0366829967738081,0.7069053708439897
MEL,0.0366829967738081,0.7074168797953965
MEL,0.036802485362647866,0.7074168797953965
MEL,0.036802485362647866,0.709462915601023
MEL,0.036921973951487636,0.709462915601023
MEL,0.036921973951487636,0.7099744245524297
MEL,0.037638905484526225,0.7099744245524297
MEL,0.037638905484526225,0.7104859335038363
MEL,0.03811685983988529,0.7104859335038363
MEL,0.03811685983988529,0.710997442455243
MEL,0.03823634842872506,0.710997442455243
MEL,0.03823634842872506,0.7120204603580562
MEL,0.03835583701756482,0.7120204603580562
MEL,0.03835583701756482,0.7125319693094629
MEL,0.03847532560640459,0.7125319693094629
MEL,0.03847532560640459,0.7150895140664961
MEL,0.03871430278408412,0.7150895140664961
MEL,0.03871430278408412,0.7176470588235294
MEL,0.038833791372923886,0.7176470588235294
MEL,0.038833791372923886,0.7186700767263428
MEL,0.03895327996176365,0.7186700767263428
MEL,0.03895327996176365,0.7191815856777494
MEL,0.03907276855060342,0.7191815856777494
MEL,0.03907276855060342,0.7202046035805627
MEL,0.03943123431712271,0.7202046035805627
MEL,0.03943123431712271,0.7217391304347827
MEL,0.03955072290596248,0.7217391304347827
MEL,0.03955072290596248,0.7222506393861893
MEL,0.039670211494802245,0.7222506393861893
MEL,0.039670211494802245,0.7248081841432225
MEL,0.040028677261321546,0.7248081841432225
MEL,0.040028677261321546,0.7258312020460358
MEL,0.04014816585016131,0.7258312020460358
MEL,0.04014816585016131,0.7289002557544757
MEL,0.040506631616680604,0.7289002557544757
MEL,0.040506631616680604,0.7294117647058823
MEL,0.04062612020552037,0.7294117647058823
MEL,0.04062612020552037,0.729923273657289
MEL,0.040745608794360136,0.729923273657289
MEL,0.040745608794360136,0.7304347826086957
MEL,0.04098458597203967,0.7304347826086957
MEL,0.04098458597203967,0.7319693094629156
MEL,0.0412235631497192,0.7319693094629156
MEL,0.0412235631497192,0.7324808184143222
MEL,0.04134305173855897,0.7324808184143222
MEL,0.04134305173855897,0.732992327365729
MEL,0.04146254032739873,0.732992327365729
MEL,0.04146254032739873,0.7340153452685422
MEL,0.041701517505078264,0.7340153452685422
MEL,0.041701517505078264,0.7345268542199489
MEL,0.041821006093918034,0.7345268542199489
MEL,0.041821006093918034,0.7350383631713555
MEL,0.04205998327159756,0.7350383631713555
MEL,0.04205998327159756,0.7365728900255755
MEL,0.04253793762695662,0.7365728900255755
MEL,0.04253793762695662,0.7375959079283887
MEL,0.04265742621579639,0.7375959079283887
MEL,0.04265742621579639,0.7391304347826086
MEL,0.042776914804636156,0.7391304347826086
MEL,0.042776914804636156,0.7396419437340154
MEL,0.04325486915999522,0.7396419437340154
MEL,0.04325486915999522,0.7406649616368286
MEL,0.04337435774883499,0.7406649616368286
MEL,0.04337435774883499,0.7411764705882353
MEL,0.04385231210419405,0.7411764705882353
MEL,0.04385231210419405,0.7416879795396419
MEL,0.043971800693033816,0.7416879795396419
MEL,0.043971800693033816,0.7437340153452685
MEL,0.04433026645955311,0.7437340153452685
MEL,0.04433026645955311,0.7442455242966752
MEL,0.04444975504839288,0.7442455242966752
MEL,0.04444975504839288,0.7452685421994885
MEL,0.044808220814912175,0.7452685421994885
MEL,0.044808220814912175,0.7462915601023018
MEL,0.04504719799259171,0.7462915601023018
MEL,0.04504719799259171,0.7468030690537084
MEL,0.04516668658143147,0.7468030690537084
MEL,0.04516668658143147,0.7483375959079284
MEL,0.045883618114470066,0.7483375959079284
MEL,0.045883618114470066,0.7488491048593351
MEL,0.0461225952921496,0.7488491048593351
MEL,0.0461225952921496,0.7498721227621483
MEL,0.04624208388098937,0.7498721227621483
MEL,0.04624208388098937,0.7519181585677749
MEL,0.04636157246982913,0.7519181585677749
MEL,0.04636157246982913,0.7524296675191816
MEL,0.046839526825188195,0.7524296675191816
MEL,0.046839526825188195,0.7529411764705882
MEL,0.04695901541402796,0.7529411764705882
MEL,0.04695901541402796,0.7534526854219948
MEL,0.04719799259170749,0.7534526854219948
MEL,0.04719799259170749,0.7549872122762148
MEL,0.04755645835822679,0.7549872122762148
MEL,0.04755645835822679,0.7565217391304347
MEL,0.04815390130242562,0.7565217391304347
MEL,0.04815390130242562,0.7570332480818415
MEL,0.04827338989126538,0.7570332480818415
MEL,0.04827338989126538,0.7575447570332481
MEL,0.04839287848010515,0.7575447570332481
MEL,0.04839287848010515,0.7585677749360614
MEL,0.04851236706894491,0.7585677749360614
MEL,0.04851236706894491,0.7601023017902814
MEL,0.04863185565778468,0.7601023017902814
MEL,0.04863185565778468,0.7611253196930946
MEL,0.048870832835464215,0.7611253196930946
MEL,0.048870832835464215,0.7631713554987213
MEL,0.04958776436850281,0.7631713554987213
MEL,0.04958776436850281,0.7641943734015345
MEL,0.049826741546182336,0.7641943734015345
MEL,0.049826741546182336,0.7647058823529411
MEL,0.05018520731270164,0.7647058823529411
MEL,0.05018520731270164,0.7652173913043478
MEL,0.05054367307922093,0.7652173913043478
MEL,0.05054367307922093,0.7672634271099744
MEL,0.0506631616680607,0.7672634271099744
MEL,0.0506631616680607,0.767774936061381
MEL,0.050782650256900465,0.767774936061381
MEL,0.050782650256900465,0.7687979539641944
MEL,0.05149958178993906,0.7687979539641944
MEL,0.05149958178993906,0.7703324808184143
MEL,0.05173855896761859,0.7703324808184143
MEL,0.05173855896761859,0.7708439897698209
MEL,0.05233600191181742,0.7708439897698209
MEL,0.05233600191181742,0.7713554987212277
MEL,0.05257497908949695,0.7713554987212277
MEL,0.05257497908949695,0.7723785166240409
MEL,0.05269446767833672,0.7723785166240409
MEL,0.05269446767833672,0.7734015345268542
MEL,0.05305293344485602,0.7734015345268542
MEL,0.05305293344485602,0.7739130434782608
MEL,0.05317242203369578,0.7739130434782608
MEL,0.05317242203369578,0.7754475703324808
MEL,0.05353088780021508,0.7754475703324808
MEL,0.05353088780021508,0.7759590792838875
MEL,0.05376986497789461,0.7759590792838875
MEL,0.05376986497789461,0.7769820971867007
MEL,0.05412833074441391,0.7769820971867007
MEL,0.05412833074441391,0.7774936061381074
MEL,0.05436730792209344,0.7774936061381074
MEL,0.05436730792209344,0.7780051150895141
MEL,0.054845262277452504,0.7780051150895141
MEL,0.054845262277452504,0.779539641943734
MEL,0.0552037280439718,0.779539641943734
MEL,0.0552037280439718,0.7800511508951407
MEL,0.05532321663281157,0.7800511508951407
MEL,0.05532321663281157,0.7805626598465473
MEL,0.05544270522165133,0.7805626598465473
MEL,0.05544270522165133,0.781074168797954
MEL,0.05568168239933086,0.781074168797954
MEL,0.05568168239933086,0.7815856777493606
MEL,0.055920659577010395,0.7815856777493606
MEL,0.055920659577010395,0.7820971867007672
MEL,0.05627912534352969,0.7820971867007672
MEL,0.05627912534352969,0.7836317135549872
MEL,0.056757079698888754,0.7836317135549872
MEL,0.056757079698888754,0.7841432225063939
MEL,0.056876568287728524,0.7841432225063939
MEL,0.056876568287728524,0.7846547314578005
MEL,0.05723503405424782,0.7846547314578005
MEL,0.05723503405424782,0.7851662404092071
MEL,0.05735452264308759,0.7851662404092071
MEL,0.05735452264308759,0.7856777493606139
MEL,0.05747401123192735,0.7856777493606139
MEL,0.05747401123192735,0.7861892583120205
MEL,0.05759349982076711,0.7861892583120205
MEL,0.05759349982076711,0.7867007672634271
MEL,0.05831043135380571,0.7867007672634271
MEL,0.05831043135380571,0.7872122762148338
MEL,0.05854940853148524,0.7872122762148338
MEL,0.05854940853148524,0.7877237851662404
MEL,0.059027362886844306,0.7877237851662404
MEL,0.059027362886844306,0.788235294117647
MEL,0.05926634006452384,0.788235294117647
MEL,0.05926634006452384,0.7892583120204604
MEL,0.0593858286533636,0.7892583120204604
MEL,0.0593858286533636,0.789769820971867
MEL,0.05950531724220337,0.789769820971867
MEL,0.05950531724220337,0.7913043478260869
MEL,0.05962480583104313,0.7913043478260869
MEL,0.05962480583104313,0.7918158567774936
MEL,0.059863783008722665,0.7918158567774936
MEL,0.059863783008722665,0.7928388746803069
MEL,0.059983271597562435,0.7928388746803069
MEL,0.059983271597562435,0.7933503836317135
MEL,0.0601027601864022,0.7933503836317135
MEL,0.0601027601864022,0.7938618925831202
MEL,0.06034173736408173,0.7938618925831202
MEL,0.06034173736408173,0.7953964194373402
MEL,0.0604612259529215,0.7953964194373402
MEL,0.0604612259529215,0.7959079283887468
